index;primary_length;k0;axfold;radfold;delta;length;surface;Jv;i3;i4;i6;i8;seed
1603;0.15;50;3;0.25;0.0018;2.5691;0.001843327;0.006853649;33;43;35;19;54968973
1604;0.15;50;3;0.5;0.0018;2.2054;0.001726487;0.01278124;32;32;23;11;85439559
1605;0.15;50;3;1;0.0018;2.041;0.001600842;0.023555905;31;29;21;11;22937079
1606;0.15;50;3;2;0.0018;2.3324;0.001790152;0.051605867;32;41;27;13;2751178
1607;0.15;50;3;4;0.0018;2.018;0.001573122;0.087652281;23;26;20;11;81882872
1608;0.15;50;3;8;0.0018;3.2716;0.002298054;0.239032906;43;52;41;22;52468596
1609;0.15;50;4;0.25;0.0018;4.4648;0.002876362;0.0106927;55;73;59;35;81353718
1610;0.15;50;4;0.5;0.0018;2.149;0.001612246;0.011976162;35;30;22;9;83789501
1611;0.15;50;4;1;0.0018;1.7749;0.001460928;0.021563185;25;34;26;10;92145858
1612;0.15;50;4;2;0.0018;1.8868;0.001524769;0.044473281;33;29;20;8;41580578
1613;0.15;50;4;4;0.0018;2.2937;0.001772493;0.099950707;27;31;28;15;80725469
1614;0.15;50;4;8;0.0018;2.2932;0.001844948;0.195716636;29;35;28;11;64707107
1615;0.15;50;5;0.25;0.0018;2.1792;0.001724744;0.006422058;38;28;23;15;87978280
1616;0.15;50;5;0.5;0.0018;2.2239;0.001709147;0.012695346;27;35;28;15;68076732
1617;0.15;50;5;1;0.0018;2.133;0.001694009;0.025020253;35;27;21;13;76458874
1618;0.15;50;5;2;0.0018;1.493;0.001243301;0.036545189;20;20;18;10;24518859
1619;0.15;50;5;4;0.0018;1.8805;0.001527224;0.087437679;32;27;21;9;72135450
1620;0.15;50;5;8;0.0018;1.7027;0.00136873;0.15246465;27;27;23;8;96336329
1621;0.15;50;0.0625;0.25;0.0019;1.7651;0.001437899;0.004561951;27;26;22;12;54073524
1622;0.15;50;0.0625;0.5;0.0019;1.8372;0.001491262;0.008431731;33;28;18;10;18672986
1623;0.15;50;0.0625;1;0.0019;2.4177;0.001769807;0.014998453;32;39;30;19;68600565
1624;0.15;50;0.0625;2;0.0019;2.2677;0.001745106;0.022302626;31;27;19;21;16683820
1625;0.15;50;0.0625;4;0.0019;2.1871;0.001689868;0.028437565;33;34;25;15;59480735
1626;0.15;50;0.0625;8;0.0019;2.3653;0.001863337;0.038080959;35;39;27;18;22012025
1627;0.15;50;0.125;0.25;0.0019;1.6371;0.001359634;0.00457536;26;21;19;12;42716227
1628;0.15;50;0.125;0.5;0.0019;1.3977;0.001160307;0.007398285;16;20;18;10;73419358
1629;0.15;50;0.125;1;0.0019;2.0833;0.001641532;0.016653076;26;30;24;16;61320118
1630;0.15;50;0.125;2;0.0019;1.408;0.001183444;0.02219073;24;21;12;5;83807091
1631;0.15;50;0.125;4;0.0019;3.9224;0.002583816;0.056933878;50;61;47;31;79716312
1632;0.15;50;0.125;8;0.0019;1.9367;0.001540638;0.055313099;26;25;17;11;35254454
1633;0.15;50;0.25;0.25;0.0019;2.978;0.002101654;0.007407975;39;42;38;21;68786931
1634;0.15;50;0.25;0.5;0.0019;5.7405;0.003469429;0.022933585;80;98;71;51;99091615
1635;0.15;50;0.25;1;0.0019;1.9054;0.001475485;0.018655654;26;25;25;15;77847572
1636;0.15;50;0.25;2;0.0019;2.3249;0.00179097;0.039213177;48;30;25;17;75816216
1637;0.15;50;0.25;4;0.0019;2.5396;0.001909933;0.067968288;42;40;26;13;74900913
1638;0.15;50;0.25;8;0.0019;3.0285;0.002252522;0.09268046;38;59;45;19;28684350
1639;0.15;50;0.5;0.25;0.0019;2.0706;0.001600799;0.005827639;30;27;22;16;29563891
1640;0.15;50;0.5;0.5;0.0019;2.9238;0.002138253;0.015243925;50;42;33;13;41446084
1641;0.15;50;0.5;1;0.0019;2.9174;0.002061161;0.027600764;40;51;39;25;17493772
1642;0.15;50;0.5;2;0.0019;1.6608;0.001337346;0.03392678;20;23;21;10;49372786
1643;0.15;50;0.5;4;0.0019;1.6762;0.001364792;0.06057542;29;29;25;8;14987674
1644;0.15;50;0.5;8;0.0019;1.8276;0.001469739;0.11098477;32;29;18;7;21953849
1645;0.15;50;1;0.25;0.0019;2.1122;0.001689804;0.006225013;28;37;26;14;44803080
1646;0.15;50;1;0.5;0.0019;1.8156;0.00144046;0.010487567;32;30;21;16;1829074
1647;0.15;50;1;1;0.0019;2.3744;0.001870608;0.026209253;24;32;28;21;73017493
1648;0.15;50;1;2;0.0019;6.3159;0.003621826;0.097193287;102;104;84;45;51159789
1649;0.15;50;1;4;0.0019;1.6371;0.001345165;0.068254659;25;25;16;10;31399392
1650;0.15;50;1;8;0.0019;2.9219;0.002036066;0.18119671;50;47;39;17;78374971
1651;0.15;50;2;0.25;0.0019;3.1198;0.002289041;0.008468137;40;53;36;22;51213577
1652;0.15;50;2;0.5;0.0019;1.9653;0.001551955;0.011423107;30;32;25;12;98185456
1653;0.15;50;2;1;0.0019;2.649;0.002012186;0.029167104;35;45;33;18;86580978
1654;0.15;50;2;2;0.0019;1.8318;0.001456655;0.041866418;32;28;17;8;23416456
1655;0.15;50;2;4;0.0019;2.9307;0.002164514;0.116518343;46;47;34;24;79173666
1656;0.15;50;2;8;0.0019;2.2913;0.001796787;0.176294425;36;34;33;15;11279551
1657;0.15;50;3;0.25;0.0019;2.4327;0.001862115;0.006911229;29;31;32;24;8141988
1658;0.15;50;3;0.5;0.0019;2.3539;0.001810207;0.013393421;38;35;26;19;21770297
1659;0.15;50;3;1;0.0019;1.6944;0.001348972;0.019851052;22;22;21;11;12307185
1660;0.15;50;3;2;0.0019;2.0723;0.001646254;0.047182492;27;32;27;15;54228417
1661;0.15;50;3;4;0.0019;2.514;0.001864084;0.104923405;35;41;32;17;16182582
1662;0.15;50;3;8;0.0019;2.2344;0.0017375;0.176682751;27;33;28;17;79441741
1663;0.15;50;4;0.25;0.0019;1.8389;0.001484017;0.005521079;25;32;24;12;8923131
1664;0.15;50;4;0.5;0.0019;1.5979;0.00129862;0.009642932;16;26;16;9;83474326
1665;0.15;50;4;1;0.0019;2.0733;0.001675198;0.02466773;31;41;24;10;44202932
1666;0.15;50;4;2;0.0019;3.7547;0.00244363;0.071072662;52;65;41;26;47301932
1667;0.15;50;4;4;0.0019;1.6019;0.001339446;0.075847848;22;22;17;14;3557824
1668;0.15;50;4;8;0.0019;2.1377;0.00161129;0.175143596;27;24;30;18;32367215
1669;0.15;50;5;0.25;0.0019;1.7323;0.001363263;0.005079844;25;28;24;10;82509321
1670;0.15;50;5;0.5;0.0019;2.0626;0.001633272;0.012129217;30;31;24;15;98909984
1671;0.15;50;5;1;0.0019;3.1435;0.00226053;0.033377722;53;50;40;19;54649820
1672;0.15;50;5;2;0.0019;2.5741;0.001960973;0.057176707;38;34;31;21;90040383
1673;0.15;50;5;4;0.0019;1.767;0.001432548;0.082245708;18;30;18;9;41790835
1674;0.15;50;5;8;0.0019;1.7154;0.001393861;0.155322266;29;27;20;6;30326307
1675;0.15;50;0.0625;0.25;0.002;2.1398;0.001631191;0.005035181;32;39;25;14;2200466
1676;0.15;50;0.0625;0.5;0.002;1.39;0.001144713;0.006218806;18;17;16;10;93353311
1677;0.15;50;0.0625;1;0.002;1.1524;0.000968444;0.009515462;19;13;9;7;50341081
1678;0.15;50;0.0625;2;0.002;1.0675;0.000931388;0.014011413;18;16;14;4;85993466
1679;0.15;50;0.0625;4;0.002;2.1296;0.001563409;0.026561289;39;28;32;17;92950033
1680;0.15;50;0.0625;8;0.002;2.4762;0.001872905;0.03308248;29;40;41;27;79234002
1681;0.15;50;0.125;0.25;0.002;1.8551;0.001456847;0.0050348;33;34;21;11;30799385
1682;0.15;50;0.125;0.5;0.002;1.4251;0.001179826;0.007609632;26;20;14;8;86214597
1683;0.15;50;0.125;1;0.002;2.1634;0.001684003;0.018184247;39;34;24;12;49055708
1684;0.15;50;0.125;2;0.002;2.3727;0.001845658;0.0303474;37;42;31;10;39401120
1685;0.15;50;0.125;4;0.002;1.3334;0.001117479;0.030941285;24;19;17;8;85541250
1686;0.15;50;0.125;8;0.002;1.6102;0.001310984;0.055932635;25;25;20;8;34667784
1687;0.15;50;0.25;0.25;0.002;1.4289;0.001193561;0.004273029;16;25;18;6;54379656
1688;0.15;50;0.25;0.5;0.002;1.2607;0.001088743;0.007450461;20;18;12;9;42601769
1689;0.15;50;0.25;1;0.002;1.7121;0.001385718;0.017717598;27;22;22;13;56402012
1690;0.15;50;0.25;2;0.002;1.817;0.001461919;0.031715425;30;35;18;12;3857090
1691;0.15;50;0.25;4;0.002;1.8807;0.001510188;0.051900474;32;30;20;14;58596727
1692;0.15;50;0.25;8;0.002;1.8976;0.001433136;0.075933641;24;30;22;16;97024148
1693;0.15;50;0.5;0.25;0.002;1.8632;0.001483693;0.005417824;29;27;20;12;32227247
1694;0.15;50;0.5;0.5;0.002;1.8624;0.001475128;0.010606522;32;31;24;10;95964375
1695;0.15;50;0.5;1;0.002;2.1704;0.001658741;0.02290555;32;33;25;14;56007594
1696;0.15;50;0.5;2;0.002;1.9438;0.001541661;0.038463186;34;29;24;16;88051694
1697;0.15;50;0.5;4;0.002;3.3605;0.002289418;0.096498851;52;61;38;26;69925886
1698;0.15;50;0.5;8;0.002;2.6111;0.001944881;0.119353408;26;36;42;24;55442857
1699;0.15;50;1;0.25;0.002;2.199;0.001719553;0.006329241;35;35;24;18;78640141
1700;0.15;50;1;0.5;0.002;1.8955;0.001501243;0.010911319;26;31;24;14;84286071
1701;0.15;50;1;1;0.002;2.082;0.001627679;0.023153681;31;32;24;12;99685562
1702;0.15;50;1;2;0.002;2.0925;0.00166321;0.045126962;30;40;26;12;60264645
1703;0.15;50;1;4;0.002;2.3455;0.001766667;0.08674346;30;39;34;21;49682759
1704;0.15;50;1;8;0.002;1.4416;0.001192716;0.108454027;27;21;18;7;88257434
1705;0.15;50;2;0.25;0.002;1.9696;0.001560883;0.005786639;32;33;26;13;7984662
1706;0.15;50;2;0.5;0.002;2.0444;0.001624406;0.01194897;26;35;25;10;19342091
1707;0.15;50;2;1;0.002;1.4005;0.001171722;0.017147406;27;20;18;8;7417292
1708;0.15;50;2;2;0.002;1.9443;0.001546339;0.043897957;25;26;22;18;41744145
1709;0.15;50;2;4;0.002;1.6312;0.001287335;0.070448131;24;22;19;11;25758034
1710;0.15;50;2;8;0.002;2.3381;0.001830977;0.175498078;32;33;31;20;49186797
1711;0.15;50;3;0.25;0.002;2.3385;0.001653209;0.00615013;37;40;26;15;97787814
1712;0.15;50;3;0.5;0.002;1.4728;0.001205616;0.008936147;20;23;20;10;68565148
1713;0.15;50;3;1;0.002;4.5559;0.002875364;0.041929771;56;72;59;42;49704857
1714;0.15;50;3;2;0.002;1.2088;0.001043129;0.030408066;21;18;12;6;59401228
1715;0.15;50;3;4;0.002;2.3329;0.001761163;0.099190736;40;34;33;13;42609550
1716;0.15;50;3;8;0.002;2.8669;0.002064687;0.21926693;46;48;39;15;91331445
1717;0.15;50;4;0.25;0.002;2.4282;0.001764835;0.006568398;33;32;23;20;52167638
1718;0.15;50;4;0.5;0.002;1.3843;0.00115364;0.00857241;25;19;14;7;29862203
1719;0.15;50;4;1;0.002;2.7541;0.002019861;0.029689176;34;45;38;27;15454177
1720;0.15;50;4;2;0.002;1.7165;0.001398815;0.040699801;27;28;12;12;61291203
1721;0.15;50;4;4;0.002;2.935;0.001985697;0.113653578;47;48;33;17;28162508
1722;0.15;50;4;8;0.002;1.1893;0.001022904;0.114068676;22;20;10;8;50821019
1723;0.15;50;5;0.25;0.002;1.9789;0.001605898;0.005978467;26;29;23;12;44457861
1724;0.15;50;5;0.5;0.002;2.3051;0.001771242;0.01315775;38;36;29;13;93308588
1725;0.15;50;5;1;0.002;2.8035;0.002024231;0.029915866;40;45;41;18;32252541
1726;0.15;50;5;2;0.002;2.6166;0.001904559;0.055660082;45;46;28;20;55629300
1727;0.15;50;5;4;0.002;1.9381;0.0015049;0.086372723;28;26;24;14;31405389
1728;0.15;50;5;8;0.002;1.6488;0.001328342;0.149247047;31;24;19;8;39049384
1729;0.12;50;0.0625;0.25;0.0017;1.8005;0.001438866;0.004356421;22;27;22;17;27068
1730;0.12;50;0.0625;0.5;0.0017;1.8863;0.001481665;0.00845709;29;31;26;11;27315733
1731;0.12;50;0.0625;1;0.0017;2.4963;0.001847813;0.016857262;44;38;32;15;36347862
1732;0.12;50;0.0625;2;0.0017;2.0255;0.001547493;0.020939927;23;36;30;11;46428476
1733;0.12;50;0.0625;4;0.0017;1.9977;0.001522026;0.030421767;31;32;24;11;45873197
1734;0.12;50;0.0625;8;0.0017;1.7815;0.00134027;0.033033296;28;26;30;15;16284119
1735;0.12;50;0.125;0.25;0.0017;2.522;0.001835184;0.006220157;46;43;32;16;32661148
1736;0.12;50;0.125;0.5;0.0017;2.0943;0.001486686;0.00984734;41;32;22;11;56857494
1737;0.12;50;0.125;1;0.0017;1.5463;0.001192184;0.013753803;25;20;22;9;64850095
1738;0.12;50;0.125;2;0.0017;2.8305;0.002074707;0.037276556;48;46;29;16;75425801
1739;0.12;50;0.125;4;0.0017;2.0184;0.001550547;0.04309423;35;31;22;14;20856243
1740;0.12;50;0.125;8;0.0017;1.5757;0.00126212;0.058106231;28;24;19;6;34269648
1741;0.12;50;0.25;0.25;0.0017;2.3091;0.00168474;0.006016214;37;35;22;18;47750152
1742;0.12;50;0.25;0.5;0.0017;2.3332;0.001798072;0.012055152;35;29;30;18;25901933
1743;0.12;50;0.25;1;0.0017;2.6643;0.001987881;0.024869221;49;45;33;16;41800852
1744;0.12;50;0.25;2;0.0017;2.1087;0.001574623;0.036012088;43;31;24;11;63897567
1745;0.12;50;0.25;4;0.0017;2.2922;0.001685927;0.064146624;33;37;30;12;37773733
1746;0.12;50;0.25;8;0.0017;1.9939;0.001496485;0.079647493;27;31;27;14;60516946
1747;0.12;50;0.5;0.25;0.0017;1.6807;0.001337863;0.004895173;27;26;19;9;33655195
1748;0.12;50;0.5;0.5;0.0017;1.8577;0.001442623;0.010328309;31;36;18;11;53314371
1749;0.12;50;0.5;1;0.0017;1.6264;0.001232737;0.017231932;24;25;17;11;78870167
1750;0.12;50;0.5;2;0.0017;1.7607;0.001411866;0.034944303;24;24;27;14;75380606
1751;0.12;50;0.5;4;0.0017;1.7488;0.001349432;0.063829643;28;27;19;11;68600872
1752;0.12;50;0.5;8;0.0017;2.2984;0.001737432;0.128343286;25;36;35;14;82458780
1753;0.12;50;1;0.25;0.0017;2.0729;0.001610078;0.0059249;37;35;32;13;65855792
1754;0.12;50;1;0.5;0.0017;3.2108;0.002218139;0.016248759;60;55;33;18;11786951
1755;0.12;50;1;1;0.0017;2.216;0.001680104;0.0241058;42;30;30;13;20478529
1756;0.12;50;1;2;0.0017;2.3331;0.001756539;0.048629763;42;38;28;13;67411815
1757;0.12;50;1;4;0.0017;2.0885;0.001580766;0.082688657;34;37;26;7;27383323
1758;0.12;50;1;8;0.0017;1.9045;0.001359766;0.131033761;33;32;19;8;76711574
1759;0.12;50;2;0.25;0.0017;1.764;0.001309376;0.004869092;24;33;22;7;92228453
1760;0.12;50;2;0.5;0.0017;2.0756;0.001595582;0.011794997;40;35;25;10;76130219
1761;0.12;50;2;1;0.0017;1.7334;0.001374485;0.019997427;20;26;28;12;62732795
1762;0.12;50;2;2;0.0017;1.1898;0.001000561;0.028816576;17;20;13;8;75510601
1763;0.12;50;2;4;0.0017;1.4307;0.001135308;0.063742605;25;23;20;6;76745561
1764;0.12;50;2;8;0.0017;1.7801;0.001380501;0.136307394;24;31;25;14;41030187
1765;0.12;50;3;0.25;0.0017;1.9654;0.001447834;0.0053903;33;34;15;10;81143456
1766;0.12;50;3;0.5;0.0017;2.9861;0.00204798;0.015177194;53;54;30;19;59385436
1767;0.12;50;3;1;0.0017;2.5664;0.001874991;0.027651279;41;51;27;15;70178321
1768;0.12;50;3;2;0.0017;1.9912;0.00152557;0.044361955;37;38;19;9;80624319
1769;0.12;50;3;4;0.0017;1.8666;0.001467048;0.082453585;24;35;28;11;26302765
1770;0.12;50;3;8;0.0017;1.2177;0.001027153;0.109989909;23;20;13;7;43439979
1771;0.12;50;4;0.25;0.0017;1.7433;0.001331009;0.004958525;31;37;19;9;68421405
1772;0.12;50;4;0.5;0.0017;2.3725;0.001755815;0.013033869;42;37;33;10;36783126
1773;0.12;50;4;1;0.0017;3.6121;0.002534909;0.037312926;58;56;51;23;95943333
1774;0.12;50;4;2;0.0017;1.8168;0.001416077;0.041378918;34;28;23;13;18597424
1775;0.12;50;4;4;0.0017;2.158;0.001666115;0.094073398;34;27;32;19;7393615
1776;0.12;50;4;8;0.0017;1.8719;0.001485304;0.164087025;30;38;21;9;61701525
1777;0.12;50;5;0.25;0.0017;2.1897;0.00166674;0.006209533;41;39;28;12;56744485
1778;0.12;50;5;0.5;0.0017;3.5338;0.002207852;0.016424461;58;55;42;17;29200948
1779;0.12;50;5;1;0.0017;2.1179;0.001614485;0.023891002;33;27;28;13;120471
1780;0.12;50;5;2;0.0017;1.5514;0.001284094;0.037678261;25;23;21;8;31136785
1781;0.12;50;5;4;0.0017;1.619;0.00127284;0.074139533;26;25;22;8;53046145
1782;0.12;50;5;8;0.0017;2.8825;0.002022985;0.226802976;54;49;36;15;68474542
1783;0.12;50;0.0625;0.25;0.0018;2.1019;0.001615347;0.004974224;25;26;28;17;60803334
1784;0.12;50;0.0625;0.5;0.0018;1.9198;0.001476197;0.008348868;32;33;24;10;55557530
1785;0.12;50;0.0625;1;0.0018;1.6045;0.001284382;0.012669042;28;26;19;8;17828080
1786;0.12;50;0.0625;2;0.0018;0.8843;0.000754569;0.012091528;13;8;9;5;86555873
1787;0.12;50;0.0625;4;0.0018;1.4491;0.00118856;0.022330189;21;21;17;12;50253800
1788;0.12;50;0.0625;8;0.0018;2.0561;0.001533054;0.039060001;26;35;24;13;502447
1789;0.12;50;0.125;0.25;0.0018;2.5469;0.001818944;0.006329623;48;37;31;15;13972656
1790;0.12;50;0.125;0.5;0.0018;1.93;0.001445577;0.009556998;35;33;19;9;97896972
1791;0.12;50;0.125;1;0.0018;2.1357;0.001626876;0.018266484;36;43;22;15;89114629
1792;0.12;50;0.125;2;0.0018;1.3817;0.001129403;0.023569892;27;21;15;4;93018891
1793;0.12;50;0.125;4;0.0018;1.7957;0.001353857;0.03975567;33;32;22;10;63557182
1794;0.12;50;0.125;8;0.0018;2.4383;0.001823345;0.064121934;34;37;35;23;34352624
1795;0.12;50;0.25;0.25;0.0018;1.9282;0.001444562;0.005206427;34;28;19;11;82162787
1796;0.12;50;0.25;0.5;0.0018;1.2833;0.001070505;0.007569892;23;19;15;5;41072296
1797;0.12;50;0.25;1;0.0018;1.8577;0.00143416;0.018794115;32;32;21;10;11392621
1798;0.12;50;0.25;2;0.0018;1.6983;0.001350357;0.031178829;30;23;17;9;20619924
1799;0.12;50;0.25;4;0.0018;1.8685;0.001463614;0.053242306;26;23;24;12;3184410
1800;0.12;50;0.25;8;0.0018;1.975;0.001510591;0.090135088;47;34;14;7;21920603
1801;0.12;50;0.5;0.25;0.0018;1.1643;0.000988393;0.003624128;20;15;10;12;97550563
1802;0.12;50;0.5;0.5;0.0018;1.9892;0.001486735;0.010690927;30;31;26;17;67754732
1803;0.12;50;0.5;1;0.0018;1.9995;0.001510716;0.021035887;37;34;17;7;65112607
1804;0.12;50;0.5;2;0.0018;1.2003;0.000989137;0.026083419;15;21;18;7;88376010
1805;0.12;50;0.5;4;0.0018;1.8495;0.001457728;0.06815725;30;30;24;11;66000783
1806;0.12;50;0.5;8;0.0018;1.6114;0.001248717;0.093473712;26;28;20;7;76123252
1807;0.12;50;1;0.25;0.0018;2.1447;0.001620389;0.005995744;33;40;25;14;36634417
1808;0.12;50;1;0.5;0.0018;2.7864;0.001928269;0.014127718;34;46;35;18;55528832
1809;0.12;50;1;1;0.0018;2.5639;0.001785997;0.025605648;35;45;30;19;36346376
1810;0.12;50;1;2;0.0018;1.7468;0.001346421;0.037192649;26;29;23;11;54104500
1811;0.12;50;1;4;0.0018;1.2496;0.001035768;0.055246649;19;18;13;6;78635910
1812;0.12;50;1;8;0.0018;1.7751;0.001393551;0.125943213;22;31;20;14;68930884
1813;0.12;50;2;0.25;0.0018;1.7867;0.001394789;0.005183153;32;25;14;9;18730910
1814;0.12;50;2;0.5;0.0018;2.4585;0.001675099;0.012365965;26;37;38;23;18232002
1815;0.12;50;2;1;0.0018;1.0248;0.000886258;0.01300181;16;13;10;6;10460867
1816;0.12;50;2;2;0.0018;1.8108;0.001337941;0.038696238;31;32;25;11;42165363
1817;0.12;50;2;4;0.0018;1.7296;0.001354631;0.075514186;32;28;20;8;67105531
1818;0.12;50;2;8;0.0018;2.664;0.001941307;0.19549504;40;54;35;23;74747589
1819;0.12;50;3;0.25;0.0018;1.7269;0.001398326;0.005200094;27;26;20;11;86461104
1820;0.12;50;3;0.5;0.0018;1.2017;0.000998401;0.007416119;23;21;12;7;89132432
1821;0.12;50;3;1;0.0018;1.4803;0.001206547;0.017782618;19;19;19;9;90403739
1822;0.12;50;3;2;0.0018;1.7199;0.001374139;0.039731568;26;32;24;10;28092593
1823;0.12;50;3;4;0.0018;1.2346;0.000994658;0.057181013;20;18;17;4;27199978
1824;0.12;50;3;8;0.0018;1.0382;0.000888044;0.097559737;17;18;14;4;50434969
1825;0.12;50;4;0.25;0.0018;2.4588;0.001846678;0.006869463;33;44;32;16;41930634
1826;0.12;50;4;0.5;0.0018;2.8757;0.002002989;0.01489063;51;51;29;14;75964533
1827;0.12;50;4;1;0.0018;1.3244;0.001092931;0.016167442;21;20;15;7;46693975
1828;0.12;50;4;2;0.0018;1.2578;0.001039426;0.030526185;19;16;15;7;42903366
1829;0.12;50;4;4;0.0018;2.3729;0.001800167;0.102568815;43;43;34;13;26458667
1830;0.12;50;4;8;0.0018;1.6145;0.001262133;0.139687362;23;22;23;12;67976835
1831;0.12;50;5;0.25;0.0018;1.7727;0.001361191;0.005073029;26;26;22;8;85270120
1832;0.12;50;5;0.5;0.0018;1.5339;0.001200468;0.008933722;27;21;22;9;75151934
1833;0.12;50;5;1;0.0018;1.709;0.001331958;0.019752191;33;27;19;11;64979198
1834;0.12;50;5;2;0.0018;1.572;0.001237973;0.036435561;20;16;21;8;82761337
1835;0.12;50;5;4;0.0018;1.2649;0.001040948;0.060440093;21;20;14;10;26915353
1836;0.12;50;5;8;0.0018;1.5936;0.001230663;0.13931234;30;22;21;10;15287051
1837;0.12;50;0.0625;0.25;0.0019;2.038;0.0014671;0.004778732;24;35;29;14;13864213
1838;0.12;50;0.0625;0.5;0.0019;2.2004;0.001564359;0.00897203;36;40;29;11;97442447
1839;0.12;50;0.0625;1;0.0019;1.2539;0.001045034;0.010736668;28;17;16;3;31818799
1840;0.12;50;0.0625;2;0.0019;1.7327;0.00136971;0.020347388;25;25;25;10;95026309
1841;0.12;50;0.0625;4;0.0019;1.1269;0.00094417;0.023744452;23;17;11;5;12882665
1842;0.12;50;0.0625;8;0.0019;1.6777;0.001280096;0.030712172;25;24;24;14;27692990
1843;0.12;50;0.125;0.25;0.0019;2.5419;0.001862607;0.006345172;45;47;32;14;77694646
1844;0.12;50;0.125;0.5;0.0019;1.6497;0.001281085;0.008339597;30;29;15;11;32417211
1845;0.12;50;0.125;1;0.0019;1.7144;0.001300967;0.015903514;36;28;15;4;16662708
1846;0.12;50;0.125;2;0.0019;2.3044;0.001670638;0.031176397;35;38;35;12;8591750
1847;0.12;50;0.125;4;0.0019;1.9056;0.0014683;0.041180218;32;38;21;10;25530741
1848;0.12;50;0.125;8;0.0019;1.1616;0.000967054;0.043654301;19;19;10;7;57020595
1849;0.12;50;0.25;0.25;0.0019;1.6706;0.001344477;0.004850296;30;29;16;9;2842821
1850;0.12;50;0.25;0.5;0.0019;2.0274;0.001538467;0.010591199;29;34;28;13;27013896
1851;0.12;50;0.25;1;0.0019;1.5152;0.001189826;0.015668306;31;26;21;8;88922777
1852;0.12;50;0.25;2;0.0019;1.7752;0.001291602;0.032120472;30;29;16;11;62050355
1853;0.12;50;0.25;4;0.0019;0.9719;0.000831156;0.033403678;18;15;11;6;91253525
1854;0.12;50;0.25;8;0.0019;1.4007;0.001130117;0.067789512;18;18;19;11;4366058
1855;0.12;50;0.5;0.25;0.0019;1.8701;0.001428962;0.005226047;29;34;26;10;48122541
1856;0.12;50;0.5;0.5;0.0019;2.0295;0.001563008;0.011185683;33;29;27;10;95083394
1857;0.12;50;0.5;1;0.0019;1.3961;0.001099315;0.015350951;17;33;17;7;6045672
1858;0.12;50;0.5;2;0.0019;1.8396;0.001448398;0.036620148;32;33;23;8;86898415
1859;0.12;50;0.5;4;0.0019;1.1356;0.000945907;0.046702679;25;17;11;3;72985478
1860;0.12;50;0.5;8;0.0019;1.7576;0.001372795;0.10125884;30;28;28;8;98030387
1861;0.12;50;1;0.25;0.0019;1.9432;0.001449355;0.00536792;33;32;19;8;47923577
1862;0.12;50;1;0.5;0.0019;0.9127;0.000771035;0.005689359;16;13;10;4;59803609
1863;0.12;50;1;1;0.0019;1.7079;0.001342303;0.019307159;36;31;18;9;46548732
1864;0.12;50;1;2;0.0019;1.7507;0.001360705;0.037619564;28;26;25;13;3902706
1865;0.12;50;1;4;0.0019;1.4751;0.001128473;0.059623535;25;26;18;8;67197222
1866;0.12;50;1;8;0.0019;1.1989;0.000996297;0.094942886;18;20;16;6;20928609
1867;0.12;50;2;0.25;0.0019;1.2898;0.001051968;0.003911755;22;26;12;4;22989163
1868;0.12;50;2;0.5;0.0019;1.7834;0.001411939;0.010419145;30;28;26;10;22057467
1869;0.12;50;2;1;0.0019;1.4887;0.001195801;0.017535325;23;23;17;13;41296083
1870;0.12;50;2;2;0.0019;1.9123;0.001425971;0.041187095;35;30;20;8;16243869
1871;0.12;50;2;4;0.0019;1.1886;0.000997737;0.055770909;20;22;12;6;30071690
1872;0.12;50;2;8;0.0019;1.1544;0.000925146;0.096468044;16;18;17;8;24535713
1873;0.12;50;3;0.25;0.0019;2.1304;0.001651477;0.006141582;40;35;30;12;90072762
1874;0.12;50;3;0.5;0.0019;1.6264;0.001293589;0.009599954;28;29;20;8;6413116
1875;0.12;50;3;1;0.0019;1.5296;0.001238458;0.018269361;27;26;13;9;19649388
1876;0.12;50;3;2;0.0019;2.2934;0.001740709;0.049867201;28;33;29;19;22851697
1877;0.12;50;3;4;0.0019;1.4861;0.001190302;0.068188924;27;24;12;7;51474637
1878;0.12;50;3;8;0.0019;1.5369;0.001238683;0.134381368;26;24;18;11;47866257
1879;0.12;50;4;0.25;0.0019;1.7067;0.001353601;0.00504173;28;28;25;5;24579673
1880;0.12;50;4;0.5;0.0019;1.1884;0.000988396;0.007350824;20;18;16;3;67769691
1881;0.12;50;4;1;0.0019;2.0045;0.001529259;0.022605187;29;32;25;9;21269957
1882;0.12;50;4;2;0.0019;1.0955;0.000906192;0.026583759;17;19;11;7;94007556
1883;0.12;50;4;4;0.0019;1.9422;0.001491769;0.084464572;27;28;29;18;99030495
1884;0.12;50;4;8;0.0019;1.3217;0.001096876;0.121664429;22;19;14;7;30231754
1885;0.12;50;5;0.25;0.0019;1.9793;0.001543581;0.005750428;34;30;28;11;8280863
1886;0.12;50;5;0.5;0.0019;1.0499;0.000888616;0.006611736;16;21;11;5;23716247
1887;0.12;50;5;1;0.0019;2.3847;0.001779828;0.026362137;40;38;36;14;99261262
1888;0.12;50;5;2;0.0019;3.0236;0.002145005;0.062988396;51;48;37;21;62821295
1889;0.12;50;5;4;0.0019;1.5357;0.001228053;0.071251808;22;23;19;9;25080892
1890;0.12;50;5;8;0.0019;1.988;0.001431308;0.161805316;28;29;26;12;29718973
