index;primary_length;k0;axfold;radfold;delta;length;surface;Jv;i3;i4;i6;i8;seed
1957;0.13;50;0.25;0.25;0.0017;2.2115;0.001671985;0.005959591;32;36;26;14;92184759
1958;0.13;50;0.25;0.5;0.0017;2.1989;0.001720543;0.011730324;33;30;32;15;97872051
1959;0.13;50;0.25;1;0.0017;1.6191;0.001246124;0.016285944;24;29;18;9;82895043
1960;0.13;50;0.25;2;0.0017;1.8038;0.001465402;0.032460854;26;28;27;13;35796619
1961;0.13;50;0.25;4;0.0017;2.3649;0.001755817;0.065662532;40;42;27;12;56478890
1962;0.13;50;0.25;8;0.0017;1.8629;0.001480041;0.076275638;31;34;25;9;98677822
1963;0.13;50;0.5;0.25;0.0017;1.6143;0.001307178;0.004785018;26;20;21;13;6595467
1964;0.13;50;0.5;0.5;0.0017;1.8834;0.001468517;0.010563553;30;26;22;8;6538181
1965;0.13;50;0.5;1;0.0017;1.3767;0.001112651;0.015657782;22;19;14;7;57049351
1966;0.13;50;0.5;2;0.0017;2.1538;0.001608365;0.041678448;31;31;28;12;30085116
1967;0.13;50;0.5;4;0.0017;2.823;0.002049331;0.087701292;44;45;32;17;97014976
1968;0.13;50;0.5;8;0.0017;1.6535;0.001295539;0.101271887;32;19;16;10;22596801
1969;0.13;50;1;0.25;0.0017;1.8954;0.001484459;0.005484532;26;31;28;10;22034290
1970;0.13;50;1;0.5;0.0017;1.5762;0.001238033;0.009093617;27;24;20;5;95315561
1971;0.13;50;1;1;0.0017;1.0699;0.000919242;0.013341624;19;18;10;3;66957579
1972;0.13;50;1;2;0.0017;1.991;0.001551514;0.042511579;32;31;22;12;7216088
1973;0.13;50;1;4;0.0017;1.4907;0.001220787;0.062417534;18;24;18;9;9455077
1974;0.13;50;1;8;0.0017;2.1099;0.001616145;0.149099036;41;33;23;13;42386084
1975;0.13;50;2;0.25;0.0017;1.956;0.001493582;0.0055465;28;35;21;10;88960600
1976;0.13;50;2;0.5;0.0017;1.5293;0.001232635;0.009107755;25;25;23;9;2189544
1977;0.13;50;2;1;0.0017;1.9401;0.001514393;0.022142461;35;29;18;11;14155999
1978;0.13;50;2;2;0.0017;2.3129;0.001741508;0.049923049;51;39;27;9;69313662
1979;0.13;50;2;4;0.0017;1.729;0.001400428;0.075569431;24;27;17;14;59715551
1980;0.13;50;2;8;0.0017;1.3395;0.001105943;0.117562454;22;18;15;8;35776332
1981;0.13;50;3;0.25;0.0017;2.2375;0.001694481;0.006303635;34;26;27;13;88793368
1982;0.13;50;3;0.5;0.0017;1.4588;0.001215199;0.009022082;24;22;16;4;15789370
1983;0.13;50;3;1;0.0017;2.4663;0.001753726;0.025871193;41;41;31;13;29490936
1984;0.13;50;3;2;0.0017;1.8029;0.001437147;0.041880463;37;29;17;6;90737511
1985;0.13;50;3;4;0.0017;2.0593;0.001552246;0.088347403;32;28;22;14;12715893
1986;0.13;50;3;8;0.0017;1.6891;0.001331639;0.143843479;30;22;19;10;77084834
1987;0.13;50;4;0.25;0.0017;2.7311;0.002045457;0.007613459;42;48;32;16;32045103
1988;0.13;50;4;0.5;0.0017;2.2289;0.001678377;0.012466178;31;33;27;13;16838876
1989;0.13;50;4;1;0.0017;3.7281;0.002579002;0.038045166;58;57;47;24;18660581
1990;0.13;50;4;2;0.0017;2.4206;0.001773013;0.051760767;42;41;33;14;7943315
1991;0.13;50;4;4;0.0017;1.9911;0.001539301;0.087519807;31;38;23;12;46004516
1992;0.13;50;4;8;0.0017;1.6853;0.0013059;0.141491081;14;21;19;20;18496663
1993;0.13;50;5;0.25;0.0017;2.6926;0.002043778;0.007608802;36;42;32;22;37665869
1994;0.13;50;5;0.5;0.0017;2.6851;0.001956053;0.014516862;32;47;36;23;34797321
1995;0.13;50;5;1;0.0017;1.4636;0.001192328;0.017663159;28;22;18;8;98349631
1996;0.13;50;5;2;0.0017;2.9106;0.002006964;0.058893895;43;39;44;20;67346328
1997;0.13;50;5;4;0.0017;1.9873;0.001470222;0.085100912;38;36;22;11;19586155
1998;0.13;50;5;8;0.0017;2.0827;0.001550707;0.175394135;40;26;23;10;48155948
1999;0.13;50;0.0625;0.25;0.0018;2.7142;0.001950386;0.006116504;49;52;28;18;88331902
2000;0.13;50;0.0625;0.5;0.0018;2.3049;0.001741284;0.009930646;46;38;24;9;63937271
2001;0.13;50;0.0625;1;0.0018;1.2712;0.001080185;0.010512884;20;19;14;3;11696660
2002;0.13;50;0.0625;2;0.0018;2.5161;0.001820018;0.024614031;45;38;33;13;84396893
2003;0.13;50;0.0625;4;0.0018;3.1207;0.002194082;0.036003316;38;53;39;21;74944280
2004;0.13;50;0.0625;8;0.0018;1.9366;0.001499966;0.031973766;26;34;25;17;17902078
2005;0.13;50;0.125;0.25;0.0018;2.4595;0.001889425;0.006422636;38;34;23;18;46662774
2006;0.13;50;0.125;0.5;0.0018;1.6447;0.001314842;0.00855633;29;25;15;7;53465674
2007;0.13;50;0.125;1;0.0018;1.7261;0.001346265;0.015085638;27;27;25;10;83159257
2008;0.13;50;0.125;2;0.0018;2.553;0.001896331;0.033752208;38;39;39;15;81101042
2009;0.13;50;0.125;4;0.0018;1.9117;0.001466012;0.036620462;29;31;26;10;53168726
2010;0.13;50;0.125;8;0.0018;1.3578;0.001126886;0.047464177;24;23;14;8;4610765
2011;0.13;50;0.25;0.25;0.0018;2.0339;0.001605176;0.005761617;34;32;21;10;63203978
2012;0.13;50;0.25;0.5;0.0018;2.2529;0.001640444;0.011408912;30;40;23;13;830439
2013;0.13;50;0.25;1;0.0018;2.8722;0.002109485;0.026399086;46;53;37;18;24781714
2014;0.13;50;0.25;2;0.0018;3.0017;0.002120475;0.045029433;48;55;37;17;93568185
2015;0.13;50;0.25;4;0.0018;3.0095;0.002098721;0.070900743;35;46;41;26;12491441
2016;0.13;50;0.25;8;0.0018;2.8298;0.002071679;0.103764011;42;44;38;19;67411024
2017;0.13;50;0.5;0.25;0.0018;1.9628;0.001548972;0.005637056;28;24;23;20;36949064
2018;0.13;50;0.5;0.5;0.0018;2.3025;0.001713587;0.012280635;37;37;28;18;50470348
2019;0.13;50;0.5;1;0.0018;1.5062;0.001211729;0.016695212;23;23;20;9;31082564
2020;0.13;50;0.5;2;0.0018;1.884;0.001509426;0.037572178;25;31;24;13;87480364
2021;0.13;50;0.5;4;0.0018;3.0473;0.002156177;0.089119165;43;43;42;23;86829084
2022;0.13;50;0.5;8;0.0018;2.25;0.001636152;0.120446678;25;36;29;14;73666843
2023;0.13;50;1;0.25;0.0018;1.688;0.001344397;0.004973377;28;28;19;11;25393471
2024;0.13;50;1;0.5;0.0018;1.7471;0.00140115;0.010244825;29;29;21;7;4219054
2025;0.13;50;1;1;0.0018;2.1634;0.001659177;0.023599172;35;33;24;14;90389470
2026;0.13;50;1;2;0.0018;1.4085;0.001132542;0.031428887;24;20;19;9;92390103
2027;0.13;50;1;4;0.0018;2.0383;0.001548811;0.077504254;25;34;28;12;55087531
2028;0.13;50;1;8;0.0018;1.7734;0.001416457;0.128597602;29;28;18;11;93572602
2029;0.13;50;2;0.25;0.0018;2.0989;0.001586951;0.005888844;28;36;32;12;2488865
2030;0.13;50;2;0.5;0.0018;1.7677;0.001376775;0.010182218;29;25;16;13;88950811
2031;0.13;50;2;1;0.0018;2.0752;0.001547629;0.022732997;33;30;22;13;73928244
2032;0.13;50;2;2;0.0018;2.812;0.00198061;0.056535526;45;50;34;19;38853716
2033;0.13;50;2;4;0.0018;1.9228;0.001447956;0.080412257;28;30;23;15;20635419
2034;0.13;50;2;8;0.0018;3.1477;0.002132792;0.219237554;52;54;37;16;73971371
2035;0.13;50;3;0.25;0.0018;2.0274;0.001560764;0.005804914;27;38;32;9;92272088
2036;0.13;50;3;0.5;0.0018;2.2914;0.001763073;0.013070301;49;29;23;14;18701195
2037;0.13;50;3;1;0.0018;1.9977;0.001592349;0.023370088;27;33;25;15;49507163
2038;0.13;50;3;2;0.0018;1.6517;0.001308499;0.038117607;23;22;20;8;94058110
2039;0.13;50;3;4;0.0018;1.6626;0.00134777;0.076563116;32;26;18;7;92662950
2040;0.13;50;3;8;0.0018;1.3383;0.001105117;0.120535144;23;20;16;9;22594626
2041;0.13;50;4;0.25;0.0018;2.0697;0.001589856;0.005920981;36;25;29;9;11708926
2042;0.13;50;4;0.5;0.0018;2.39;0.001767424;0.01311611;35;34;29;13;91336483
2043;0.13;50;4;1;0.0018;2.8603;0.002002662;0.029522332;54;40;35;22;49970369
2044;0.13;50;4;2;0.0018;1.9073;0.001379022;0.04047176;21;32;30;15;57876056
2045;0.13;50;4;4;0.0018;1.3559;0.001112099;0.064485766;28;18;13;5;83034127
2046;0.13;50;4;8;0.0018;2.0475;0.001602238;0.176976125;38;37;24;10;35616595
2047;0.13;50;5;0.25;0.0018;1.6433;0.001280669;0.004771318;30;30;17;10;16595522
2048;0.13;50;5;0.5;0.0018;1.5729;0.001292212;0.009608063;21;23;20;10;71793658
2049;0.13;50;5;1;0.0018;1.9527;0.001532897;0.022703666;28;32;23;11;21139705
2050;0.13;50;5;2;0.0018;2.9105;0.002050109;0.060198621;38;51;33;20;62051982
2051;0.13;50;5;4;0.0018;1.8289;0.001430164;0.083053923;32;24;23;11;97518950
2052;0.13;50;5;8;0.0018;1.9111;0.001484333;0.166490125;28;32;25;14;64080592
2053;0.13;50;0.0625;0.25;0.0019;3.2657;0.002233121;0.007058733;58;49;45;24;10365710
2054;0.13;50;0.0625;0.5;0.0019;2.6401;0.001905584;0.010752334;50;39;28;17;88439737
2055;0.13;50;0.0625;1;0.0019;1.6428;0.001315116;0.012884248;27;25;19;8;42871190
2056;0.13;50;0.0625;2;0.0019;1.8902;0.001522506;0.019948096;32;33;27;12;93980848
2057;0.13;50;0.0625;4;0.0019;2.1114;0.001608812;0.034369661;43;39;20;9;85095294
2058;0.13;50;0.0625;8;0.0019;2.3474;0.001716732;0.035502694;32;36;36;18;76304497
2059;0.13;50;0.125;0.25;0.0019;1.2925;0.001042844;0.003643088;23;23;14;6;1968400
2060;0.13;50;0.125;0.5;0.0019;1.2836;0.001066044;0.00703037;22;17;16;8;7016684
2061;0.13;50;0.125;1;0.0019;1.9934;0.001549149;0.017683614;31;33;26;12;11759350
2062;0.13;50;0.125;2;0.0019;1.0318;0.00089267;0.017437254;14;16;10;7;90182866
2063;0.13;50;0.125;4;0.0019;1.698;0.001402412;0.034956376;28;27;20;8;59431515
2064;0.13;50;0.125;8;0.0019;1.4588;0.001216255;0.050670301;25;25;16;6;10045861
2065;0.13;50;0.25;0.25;0.0019;2.2144;0.00164705;0.005908638;42;41;24;13;59513149
2066;0.13;50;0.25;0.5;0.0019;1.8264;0.00143484;0.009829773;27;33;14;13;81026430
2067;0.13;50;0.25;1;0.0019;1.479;0.001201333;0.015637661;28;22;14;9;74486951
2068;0.13;50;0.25;2;0.0019;1.3733;0.001134828;0.026036358;21;23;19;8;9353102
2069;0.13;50;0.25;4;0.0019;2.1958;0.001664845;0.061845503;32;29;26;15;56008076
2070;0.13;50;0.25;8;0.0019;2.3326;0.001686659;0.094375743;35;36;25;15;13116341
2071;0.13;50;0.5;0.25;0.0019;2.1263;0.001637511;0.005981589;32;40;31;14;76971038
2072;0.13;50;0.5;0.5;0.0019;1.7349;0.001325015;0.009553537;31;23;20;9;67490970
2073;0.13;50;0.5;1;0.0019;1.3609;0.001110113;0.015549154;21;18;16;10;28741280
2074;0.13;50;0.5;2;0.0019;2.7699;0.002082249;0.050693194;45;49;40;20;93440240
2075;0.13;50;0.5;4;0.0019;2.0528;0.001590887;0.073097527;37;29;24;13;19317288
2076;0.13;50;0.5;8;0.0019;2.0899;0.001604599;0.113066277;38;39;22;13;81077309
2077;0.13;50;1;0.25;0.0019;1.5915;0.001290597;0.004760655;21;35;21;10;67737016
2078;0.13;50;1;0.5;0.0019;1.4794;0.001210161;0.008859976;29;22;16;10;71491275
2079;0.13;50;1;1;0.0019;2.9528;0.002074318;0.029618671;50;45;34;16;38114674
2080;0.13;50;1;2;0.0019;1.8917;0.001484912;0.040967582;36;30;21;12;40054595
2081;0.13;50;1;4;0.0019;1.2295;0.001047544;0.054240171;20;18;14;7;4106688
2082;0.13;50;1;8;0.0019;2.4427;0.001783643;0.166113146;43;42;26;15;96215194
2083;0.13;50;2;0.25;0.0019;1.5053;0.001218174;0.004529176;26;28;15;6;8452363
2084;0.13;50;2;0.5;0.0019;2.3787;0.001762339;0.013037165;39;41;27;16;30156057
2085;0.13;50;2;1;0.0019;1.9156;0.001501083;0.021931311;34;26;25;12;47571677
2086;0.13;50;2;2;0.0019;1.7172;0.001352042;0.038781475;28;23;19;9;74511171
2087;0.13;50;2;4;0.0019;1.4402;0.001159969;0.06473674;24;22;18;10;60160078
2088;0.13;50;2;8;0.0019;1.8795;0.00148377;0.151416613;36;34;20;10;28587797
2089;0.13;50;3;0.25;0.0019;2.5542;0.001901404;0.007065122;28;42;38;22;77330598
2090;0.13;50;3;0.5;0.0019;2.1679;0.001676393;0.012419123;35;32;30;19;58399290
2091;0.13;50;3;1;0.0019;2.0423;0.00159688;0.023467248;31;33;26;15;81625674
2092;0.13;50;3;2;0.0019;2.2361;0.001729203;0.049696562;28;36;29;22;37303398
2093;0.13;50;3;4;0.0019;2.0943;0.001432588;0.081737129;34;28;23;13;7460487
2094;0.13;50;3;8;0.0019;2.9608;0.002098706;0.221043267;39;45;36;21;49914992
2095;0.13;50;4;0.25;0.0019;1.482;0.001181791;0.00440241;24;28;19;8;53432040
2096;0.13;50;4;0.5;0.0019;1.787;0.001396402;0.010363682;27;23;17;13;6406787
2097;0.13;50;4;1;0.0019;1.6935;0.001354815;0.019973588;25;26;19;14;37275915
2098;0.13;50;4;2;0.0019;1.0602;0.000907239;0.026643594;13;19;11;5;78953269
2099;0.13;50;4;4;0.0019;2.2084;0.001678495;0.096347463;40;36;22;9;32799581
2100;0.13;50;4;8;0.0019;0.9101;0.000775882;0.088054098;16;10;9;4;33457089
2101;0.13;50;5;0.25;0.0019;1.8918;0.001464003;0.005453422;34;28;23;12;71300356
2102;0.13;50;5;0.5;0.0019;1.1637;0.000989175;0.007361681;17;18;13;6;11051265
2103;0.13;50;5;1;0.0019;1.3962;0.001155595;0.017147396;25;26;12;8;17063364
2104;0.13;50;5;2;0.0019;1.7379;0.001386578;0.040692232;29;29;19;8;84556188
2105;0.13;50;5;4;0.0019;2.1051;0.001637211;0.094071946;33;32;24;17;96622979
2106;0.13;50;5;8;0.0019;1.4064;0.001112337;0.126395342;22;23;17;6;39478608
2107;0.13;50;0.0625;0.25;0.002;2.3962;0.001787479;0.005704501;37;38;32;16;7855551
2108;0.13;50;0.0625;0.5;0.002;1.0193;0.000867121;0.00522647;16;16;12;5;26431129
2109;0.13;50;0.0625;1;0.002;1.7027;0.001354105;0.012328105;30;33;23;10;96611246
2110;0.13;50;0.0625;2;0.002;1.6936;0.001350474;0.019619464;31;31;20;8;42010491
2111;0.13;50;0.0625;4;0.002;1.7188;0.001377161;0.02334782;25;25;24;15;35173326
2112;0.13;50;0.0625;8;0.002;1.8398;0.001435071;0.036109051;31;33;21;11;10128017
2113;0.13;50;0.125;0.25;0.002;1.9331;0.00151797;0.005242385;34;32;27;9;92870779
2114;0.13;50;0.125;0.5;0.002;1.8647;0.001455725;0.009450045;36;38;18;7;82149843
2115;0.13;50;0.125;1;0.002;2.1609;0.001580162;0.018325089;34;36;25;20;16354935
2116;0.13;50;0.125;2;0.002;1.5071;0.001242146;0.025359778;25;26;13;11;24407078
2117;0.13;50;0.125;4;0.002;1.5332;0.001235374;0.038064796;30;22;19;4;3152897
2118;0.13;50;0.125;8;0.002;1.9471;0.00150169;0.055699476;30;34;27;12;12403466
2119;0.13;50;0.25;0.25;0.002;1.4378;0.001173792;0.004236056;28;26;15;5;79643440
2120;0.13;50;0.25;0.5;0.002;1.1951;0.001019361;0.007041487;17;21;16;7;42516556
2121;0.13;50;0.25;1;0.002;2.6303;0.00182625;0.023458063;47;46;31;20;84125256
2122;0.13;50;0.25;2;0.002;1.7667;0.001389737;0.028400243;23;30;24;16;58534940
2123;0.13;50;0.25;4;0.002;1.5939;0.001261503;0.045220344;24;27;18;13;66555978
2124;0.13;50;0.25;8;0.002;2.933;0.001994953;0.098926092;36;53;40;22;1909174
2125;0.13;50;0.5;0.25;0.002;1.2756;0.001069262;0.003921899;21;19;13;9;71743174
2126;0.13;50;0.5;0.5;0.002;1.6394;0.001307171;0.009325476;23;31;24;10;96310830
2127;0.13;50;0.5;1;0.002;1.8804;0.001421904;0.019877371;36;31;22;9;40096714
2128;0.13;50;0.5;2;0.002;1.5777;0.001256795;0.033382158;25;24;19;7;74846090
2129;0.13;50;0.5;4;0.002;1.2294;0.00102449;0.048156442;23;18;14;9;56184011
2130;0.13;50;0.5;8;0.002;1.4647;0.001196628;0.090366885;25;24;14;10;35667985
2131;0.13;50;1;0.25;0.002;1.326;0.001069362;0.003963009;26;20;15;4;66537299
2132;0.13;50;1;0.5;0.002;1.8359;0.001443665;0.01054807;28;30;20;14;99284746
2133;0.13;50;1;1;0.002;1.7423;0.001387661;0.019718728;25;30;21;10;75517199
2134;0.13;50;1;2;0.002;2.4783;0.001792117;0.048817425;42;38;33;23;84360730
2135;0.13;50;1;4;0.002;1.3729;0.001146708;0.060604256;23;22;13;7;57746157
2136;0.13;50;1;8;0.002;1.2844;0.001062937;0.098708515;26;21;16;5;18236708
2137;0.13;50;2;0.25;0.002;2.2725;0.001727595;0.006417919;39;42;28;15;27911296
2138;0.13;50;2;0.5;0.002;0.8806;0.000785376;0.005814951;11;12;8;4;33088909
2139;0.13;50;2;1;0.002;1.6946;0.001322463;0.019408733;28;24;17;9;7709795
2140;0.13;50;2;2;0.002;1.5891;0.001288051;0.03697933;26;24;20;8;91066726
2141;0.13;50;2;4;0.002;2.2216;0.001575191;0.08836285;34;30;28;11;23751508
2142;0.13;50;2;8;0.002;1.9957;0.001554505;0.158606197;31;33;24;14;85808130
2143;0.13;50;3;0.25;0.002;1.1807;0.000992344;0.003694061;18;23;14;8;89857766
2144;0.13;50;3;0.5;0.002;1.2034;0.001027987;0.007620526;13;22;12;9;61555293
2145;0.13;50;3;1;0.002;2.2073;0.001692554;0.024928174;41;39;26;13;30650672
2146;0.13;50;3;2;0.002;1.6468;0.001303284;0.037889784;27;27;21;11;54738180
2147;0.13;50;3;4;0.002;1.5959;0.001296975;0.073340585;25;23;17;9;71224470
2148;0.13;50;3;8;0.002;1.451;0.001221425;0.130669332;20;26;16;7;12557750
2149;0.13;50;4;0.25;0.002;1.8331;0.001478425;0.005504201;31;37;22;11;87437722
2150;0.13;50;4;0.5;0.002;1.0246;0.000864186;0.006431113;22;14;9;5;93488596
2151;0.13;50;4;1;0.002;1.5332;0.001264463;0.018692245;25;28;21;6;46529645
2152;0.13;50;4;2;0.002;2.2085;0.001720134;0.050006638;30;36;30;14;96128945
2153;0.13;50;4;4;0.002;1.1898;0.001000726;0.057952861;18;17;13;5;51015560
2154;0.13;50;4;8;0.002;1.6443;0.001287816;0.142398457;27;26;20;15;30141070
2155;0.13;50;5;0.25;0.002;1.3749;0.00111486;0.004154092;23;25;17;5;76696922
2156;0.13;50;5;0.5;0.002;2.3153;0.001683287;0.012521208;46;44;25;15;53526255
2157;0.13;50;5;1;0.002;1.751;0.001391232;0.020594301;23;26;24;12;45361668
2158;0.13;50;5;2;0.002;1.1474;0.000971145;0.028611459;19;21;13;5;6720710
2159;0.13;50;5;4;0.002;2.3899;0.001771235;0.1024156;41;45;26;9;45221898
2160;0.13;50;5;8;0.002;1.2727;0.001054258;0.117423855;12;18;19;10;12000016
2161;0.14;50;0.0625;0.25;0.0017;2.4536;0.001845029;0.005868202;41;37;26;20;15056808
2162;0.14;50;0.0625;0.5;0.0017;2.2079;0.00167351;0.008949322;30;37;28;13;61012554
2163;0.14;50;0.0625;1;0.0017;1.6857;0.001371686;0.012723718;29;19;16;14;20766429
2164;0.14;50;0.0625;2;0.0017;4.5278;0.003007571;0.034252667;63;71;57;37;96890864
2165;0.14;50;0.0625;4;0.0017;2.3042;0.001806996;0.031422608;32;41;31;12;95256475
2166;0.14;50;0.0625;8;0.0017;2.5963;0.001967696;0.040059249;43;42;31;16;46101778
2167;0.14;50;0.125;0.25;0.0017;2.8589;0.002103382;0.006987684;40;51;32;19;23939580
2168;0.14;50;0.125;0.5;0.0017;1.3958;0.001160105;0.007275238;21;23;14;7;46229617
2169;0.14;50;0.125;1;0.0017;2.4794;0.001916955;0.02063041;37;46;29;17;70289476
2170;0.14;50;0.125;2;0.0017;3.7878;0.002653504;0.041321507;47;59;51;34;67444498
2171;0.14;50;0.125;4;0.0017;2.6605;0.002049888;0.051319463;39;43;33;18;15998380
2172;0.14;50;0.125;8;0.0017;1.6472;0.001327957;0.056452679;34;26;16;7;30801614
2173;0.14;50;0.25;0.25;0.0017;1.5123;0.001244618;0.004466787;27;23;19;7;39804280
2174;0.14;50;0.25;0.5;0.0017;1.8685;0.001448709;0.010031749;32;32;20;11;15592669
2175;0.14;50;0.25;1;0.0017;2.6857;0.001930327;0.024648924;50;42;33;15;18768404
2176;0.14;50;0.25;2;0.0017;2.7213;0.002038137;0.043624526;49;48;31;17;5396709
2177;0.14;50;0.25;4;0.0017;3.7776;0.002437804;0.087970484;58;59;45;30;66374414
2178;0.14;50;0.25;8;0.0017;1.3884;0.001132775;0.07468795;17;17;13;8;99716042
2179;0.14;50;0.5;0.25;0.0017;4.715;0.00310476;0.01130119;76;74;62;36;28167993
2180;0.14;50;0.5;0.5;0.0017;2.4142;0.001791177;0.012833043;33;40;35;16;41056805
2181;0.14;50;0.5;1;0.0017;2.5218;0.001870938;0.025934181;42;42;26;16;12337024
2182;0.14;50;0.5;2;0.0017;3.9791;0.002692052;0.066977175;67;58;51;25;49611958
2183;0.14;50;0.5;4;0.0017;3.1423;0.002160852;0.095241929;50;46;39;18;19140354
2184;0.14;50;0.5;8;0.0017;3.1275;0.002236242;0.15548156;50;48;32;24;6041233
2185;0.14;50;1;0.25;0.0017;2.6983;0.001951126;0.007187319;34;38;32;24;94905902
2186;0.14;50;1;0.5;0.0017;3.4118;0.002433733;0.017641887;45;52;43;27;79912145
2187;0.14;50;1;1;0.0017;2.5799;0.001963471;0.027977488;38;46;36;13;21853653
2188;0.14;50;1;2;0.0017;2.1935;0.001651964;0.045963068;41;28;25;13;79886608
2189;0.14;50;1;4;0.0017;1.3285;0.00111506;0.056458772;25;15;12;13;95596186
2190;0.14;50;1;8;0.0017;2.571;0.002012443;0.156052068;27;45;42;18;95413
2191;0.14;50;2;0.25;0.0017;2.8235;0.002021555;0.007489287;28;39;41;24;81257076
2192;0.14;50;2;0.5;0.0017;1.9993;0.001576091;0.011632009;35;32;19;8;67747594
2193;0.14;50;2;1;0.0017;2.5449;0.001910248;0.027718097;32;39;35;18;83328490
2194;0.14;50;2;2;0.0017;2.412;0.001833716;0.051572784;30;36;29;22;80053361
2195;0.14;50;2;4;0.0017;2.1138;0.00161817;0.089006846;35;36;29;12;23639856
2196;0.14;50;2;8;0.0017;3.2862;0.002365915;0.224931483;49;50;44;27;39836704
2197;0.14;50;3;0.25;0.0017;2.6102;0.001967385;0.007309882;41;38;33;22;62686393
2198;0.14;50;3;0.5;0.0017;1.8227;0.001467027;0.010865413;24;24;24;11;73175893
2199;0.14;50;3;1;0.0017;2.1028;0.00159871;0.023567141;26;34;28;14;6990966
2200;0.14;50;3;2;0.0017;1.9544;0.00149639;0.043510618;33;31;25;9;30285693
2201;0.14;50;3;4;0.0017;2.7029;0.002083578;0.115505019;38;48;33;15;55806388
2202;0.14;50;3;8;0.0017;3.3467;0.002368769;0.250228812;56;52;38;21;47386042
2203;0.14;50;4;0.25;0.0017;3.2835;0.00235498;0.008760723;45;50;45;23;16365166
2204;0.14;50;4;0.5;0.0017;1.6552;0.001341344;0.009968026;31;26;15;5;9771847
2205;0.14;50;4;1;0.0017;2.5026;0.001853603;0.027342558;37;43;32;15;16174334
2206;0.14;50;4;2;0.0017;2.0332;0.001548454;0.045298525;34;29;20;13;50770821
2207;0.14;50;4;4;0.0017;1.8321;0.001480827;0.08455217;29;29;18;13;94556495
2208;0.14;50;4;8;0.0017;3.8065;0.002448484;0.264032172;58;59;50;26;80047558
2209;0.14;50;5;0.25;0.0017;2.385;0.001865724;0.006945511;29;49;31;18;85576466
2210;0.14;50;5;0.5;0.0017;2.5918;0.001972349;0.014652396;45;40;32;13;81822781
2211;0.14;50;5;1;0.0017;1.543;0.001271307;0.018822267;27;19;14;10;12407762
2212;0.14;50;5;2;0.0017;2.904;0.002100579;0.061348915;41;38;37;30;84584211
2213;0.14;50;5;4;0.0017;1.6646;0.001337349;0.07715381;32;25;16;13;25416577
2214;0.14;50;5;8;0.0017;3.4395;0.002472657;0.268976602;49;60;47;18;86528838
2215;0.14;50;0.0625;0.25;0.0018;3.2981;0.00224466;0.007039305;52;51;32;23;63805810
2216;0.14;50;0.0625;0.5;0.0018;1.7793;0.001442055;0.008038558;30;27;19;11;59888837
2217;0.14;50;0.0625;1;0.0018;1.5897;0.001291897;0.012050141;25;24;17;10;98611672
2218;0.14;50;0.0625;2;0.0018;3.2833;0.002323576;0.028852261;43;45;43;27;28690067
2219;0.14;50;0.0625;4;0.0018;1.5959;0.00132876;0.023931126;25;25;18;13;34100480
2220;0.14;50;0.0625;8;0.0018;3.0633;0.002184441;0.046075861;46;55;32;24;79245775
2221;0.14;50;0.125;0.25;0.0018;1.9026;0.001408415;0.004943837;26;22;23;11;49236527
2222;0.14;50;0.125;0.5;0.0018;2.0945;0.001627854;0.010099384;30;31;31;12;39680488
2223;0.14;50;0.125;1;0.0018;2.0149;0.001572372;0.016598539;27;37;23;13;71222497
2224;0.14;50;0.125;2;0.0018;2.4478;0.001869694;0.032824151;37;28;33;20;75842316
2225;0.14;50;0.125;4;0.0018;3.686;0.002548103;0.065249506;64;63;46;25;24471895
2226;0.14;50;0.125;8;0.0018;2.0822;0.001661081;0.055723224;27;29;23;18;130075
2227;0.14;50;0.25;0.25;0.0018;2.3735;0.00184791;0.00650372;34;29;33;17;5690502
2228;0.14;50;0.25;0.5;0.0018;3.191;0.002169987;0.014993504;57;53;35;13;74696315
2229;0.14;50;0.25;1;0.0018;2.6474;0.00190117;0.024284905;45;42;31;13;90237376
2230;0.14;50;0.25;2;0.0018;2.0281;0.001619718;0.034840618;29;27;18;19;84088986
2231;0.14;50;0.25;4;0.0018;2.9374;0.002033855;0.071264816;44;46;39;18;24941626
2232;0.14;50;0.25;8;0.0018;1.8817;0.001481419;0.071691406;31;38;25;10;90684894
2233;0.14;50;0.5;0.25;0.0018;6.1681;0.003675371;0.013277826;88;92;79;49;2426885
2234;0.14;50;0.5;0.5;0.0018;4.2149;0.00287224;0.020269798;62;66;53;31;10698239
2235;0.14;50;0.5;1;0.0018;2.3659;0.001742133;0.023742283;31;38;30;18;21151258
2236;0.14;50;0.5;2;0.0018;2.1113;0.001636676;0.042534259;39;36;26;9;11519218
2237;0.14;50;0.5;4;0.0018;1.8452;0.001456748;0.066968589;24;27;21;11;98608757
2238;0.14;50;0.5;8;0.0018;1.6525;0.001347706;0.09386771;24;24;17;11;24705508
2239;0.14;50;1;0.25;0.0018;2.0197;0.001578025;0.005820368;26;35;26;15;35546030
2240;0.14;50;1;0.5;0.0018;2.9615;0.002036659;0.014845816;42;51;33;18;80553553
2241;0.14;50;1;1;0.0018;1.5951;0.001305559;0.018578428;21;19;15;11;59379510
2242;0.14;50;1;2;0.0018;3.4265;0.002437668;0.06532037;60;58;37;19;48548728
2243;0.14;50;1;4;0.0018;2.6053;0.002004522;0.097207255;32;44;30;19;59275036
2244;0.14;50;1;8;0.0018;1.5548;0.001231924;0.118009599;29;21;16;5;83522250
