seed,primary_length,Jv,k0,surface,length,axfold,radfold,delta,nude_length,integral_diff,0.01,0.02,0.03,0.045,0.06,0.08
5202243,0.06,0.00939258885178,327.66,0.000299330759538,1.0716,1.0,1.0,0.001,0.035,-0.00357754017267,16,29,30,12,5,2
73161516,0.06,0.00965188512003,327.66,0.000262662718404,0.9738,1.0,1.0,0.00125,0.005,-0.00547889576107,10,22,22,13,8,2
34906735,0.06,0.00699624268254,327.66,0.000164631895755,0.5164,1.0,1.0,0.00125,0.01,-0.0046897113035,10,15,12,10,2,0
91520251,0.06,0.00870352697192,327.66,0.000274709909417,0.961,1.0,1.0,0.00125,0.015,-0.00141259808974,11,18,19,17,6,1
93707462,0.06,0.0100239912807,327.66,0.000256332786198,0.9137,1.0,1.0,0.00125,0.02,-0.00388042213941,11,21,21,13,6,1
2778107,0.06,0.0125908667807,327.66,0.000340293671989,1.2441,1.0,1.0,0.00125,0.025,-0.00128124382691,19,30,27,14,7,2
18179394,0.06,0.00892636864135,327.66,0.000295014336896,1.0661,1.0,1.0,0.00125,0.03,-0.00141536021499,11,25,20,19,5,2
80039480,0.06,0.0072045553587,327.66,0.000171916243809,0.5397,1.0,1.0,0.00125,0.035,-0.004557329914,7,14,16,6,2,0
81255179,0.06,0.00670555375268,327.66,0.000171241995194,0.5736,1.0,1.0,0.0015,0.005,-0.00351974611012,6,14,15,8,3,1
44708438,0.06,0.00802711866046,327.66,0.000215391425073,0.75,1.0,1.0,0.0015,0.01,-0.00243286826331,11,15,17,13,4,1
75057058,0.06,0.00808881526858,327.66,0.000178748014025,0.5816,1.0,1.0,0.0015,0.015,-0.00281727885412,13,14,10,10,3,0
36861732,0.06,0.0138060862411,327.66,0.000411461383026,1.5817,1.0,1.0,0.0015,0.02,0.0010315758067,18,33,28,22,13,7
21436565,0.06,0.00580572993979,327.66,0.000110621195032,0.3344,1.0,1.0,0.0015,0.025,-0.00718916584374,6,9,11,3,1,0
89983242,0.06,0.00887109223772,327.66,0.000224790881797,0.7697,1.0,1.0,0.0015,0.03,-0.00186335380534,11,17,22,10,4,1
15765306,0.06,0.00878009546113,327.66,0.000252219561769,0.9316,1.0,1.0,0.0015,0.035,-0.00321540672813,10,16,16,16,8,2
35862216,0.06,0.0124955086886,327.66,0.000449746697208,1.7464,1.0,1.0,0.00175,0.005,0.00453273520753,12,33,38,26,14,4
7023119,0.06,0.00871956819261,327.66,0.000198821534445,0.7251,1.0,1.0,0.00175,0.01,-0.00614549917707,10,13,10,10,6,6
79570918,0.06,0.00884283249114,327.66,0.000210490037879,0.7096,1.0,1.0,0.00175,0.015,-0.000462320276281,12,18,16,11,5,1
31670357,0.06,0.00752201449329,327.66,0.000178366247686,0.5929,1.0,1.0,0.00175,0.02,-0.00203252208546,9,11,16,9,2,1
60121856,0.06,0.00560035705168,327.66,0.000123515045264,0.3923,1.0,1.0,0.00175,0.025,-0.00560630554879,6,10,8,4,3,1
23327030,0.06,0.0105200302321,327.66,0.000261447531516,0.991,1.0,1.0,0.00175,0.03,-0.00425174846486,9,19,15,13,8,5
63937077,0.06,0.0116151793472,327.66,0.000416094610154,1.664,1.0,1.0,0.00175,0.035,0.00120528610897,13,17,27,27,15,11
24507982,0.06,0.00876864664892,327.66,0.000224098160617,0.8072,1.0,1.0,0.002,0.005,-0.00156971535663,7,17,19,13,8,3
97195335,0.06,0.00527717464429,327.66,0.000114189478799,0.3594,1.0,1.0,0.002,0.01,-0.0047987821005,6,8,10,4,2,0
82185391,0.06,0.00565623161658,327.66,0.000111985086066,0.3382,1.0,1.0,0.002,0.015,-0.00425898831836,5,8,9,7,2,0
5368600,0.06,0.0067937084805,327.66,0.000200179267958,0.7149,1.0,1.0,0.002,0.02,-0.00063355739027,5,14,14,14,6,2
3285021,0.06,0.006164726963,327.66,0.000168631206035,0.5725,1.0,1.0,0.002,0.025,-0.00214670032635,5,12,13,11,3,2
69379633,0.06,0.00523884202535,327.66,0.000110100884456,0.3328,1.0,1.0,0.002,0.03,-0.00385215511969,4,9,7,4,3,0
56540180,0.06,0.00585713720664,327.66,0.000115470243292,0.3578,1.0,1.0,0.002,0.035,-0.00503353297459,6,9,7,5,2,0
3669987,0.06,0.00497987051102,327.66,9.86140279095e-05,0.2951,1.0,1.0,0.00225,0.005,-0.00492359833056,5,8,8,4,1,0
51978337,0.06,0.00596785896027,327.66,0.000121045879102,0.3772,1.0,1.0,0.00225,0.01,-0.00345337736021,5,10,9,6,3,0
